stat,filename,set,combo_1,combo_2,combo_3,combo_4,combo_5,combo_6,combo_7,combo_8,combo_9,combo_10,combo_11,combo_12,combo_13,combo_14,combo_15,combo_16,combo_17,combo_18,combo_19,combo_20,combo_21,combo_22,combo_23,combo_24,combo_25
trough,set004-B1_229.txt,04,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set004-B1_229.txt,04,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set004-B1_229.txt,04,90.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set004-B1_334.txt,04,27755,27750,27752,27750,27750,27751,27751,27750,27750,27750,27750,27750,27750,27750,27753,27750,27750,27750,27819,27778,27750,27753,27778,27778,27778
speed,set004-B1_334.txt,04,0.46,0.46,0.47,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.48,0.46,0.46,0.46,0.46,0.46,0.46
distance,set004-B1_334.txt,04,17435.95,17432.81,17434.07,17432.81,17432.81,17433.44,17433.44,17432.81,17432.81,17432.81,17432.81,17432.81,17432.81,17432.81,17434.7,17432.81,17432.81,17432.81,17476.16,17451.03,17432.81,17434.7,17451.03,17451.03,17451.03
trough,set004-B2_159.txt,04,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
speed,set004-B2_159.txt,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set004-B2_159.txt,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set004-B2_257.txt,04,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
speed,set004-B2_257.txt,04,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
distance,set004-B2_257.txt,04,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52
trough,set004-B2_320.txt,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set004-B2_320.txt,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set004-B2_320.txt,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set004-B2_376.txt,04,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
speed,set004-B2_376.txt,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set004-B2_376.txt,04,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
trough,set004-B2_406.txt,04,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
speed,set004-B2_406.txt,04,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
distance,set004-B2_406.txt,04,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
trough,set004-B2_66.txt,04,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
speed,set004-B2_66.txt,04,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
distance,set004-B2_66.txt,04,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68
trough,set004-B3_107.txt,04,100,23,11,9,9,16,11,9,9,8,9,9,9,8,11,9,9,8,12,10,8,10,10,10,9
speed,set004-B3_107.txt,04,3.5,4.11,1.7,2.37,1.78,2.32,4.1,2.09,0.58,0,2.54,1.7,0.58,0,2.26,1.78,0.58,0,3.17,1.2,0,1.49,1.2,1.19,0.95
distance,set004-B3_107.txt,04,47.75,8.8,3.14,1.88,1.88,5.65,3.14,1.88,1.88,1.26,1.88,1.88,1.88,1.26,3.14,1.88,1.88,1.26,3.77,2.51,1.26,2.51,2.51,2.51,1.88
trough,set004-B3_176.txt,04,193,120,21,12,12,96,13,12,12,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12
speed,set004-B3_176.txt,04,3.19,3.07,1.01,0.43,0.43,2.93,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.42,0.43,0.43,0.42,0.42,0.42
distance,set004-B3_176.txt,04,103.04,67.86,8.8,4.4,4.4,54.03,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
trough,set004-B3_396.txt,04,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
speed,set004-B3_396.txt,04,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
distance,set004-B3_396.txt,04,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94
trough,set004-B3_425.txt,04,47,45,36,29,27,45,33,28,27,28,29,27,27,28,28,27,28,28,28,28,28,28,28,28,28
speed,set004-B3_425.txt,04,1.71,2.28,2.21,2.26,2.26,2.31,2.35,2.26,2.26,2.15,2.26,2.26,2.26,2.14,2.14,2.26,2.13,2.14,2.26,2.2,2.14,2.14,2.2,2.2,2.14
distance,set004-B3_425.txt,04,23.25,23.25,17.59,14.45,13.82,23.25,16.96,13.82,13.82,14.45,14.45,13.82,13.82,14.45,14.45,13.82,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45
trough,set004-B3_44.txt,04,54,84,138,156,96,118,141,118,68,50,155,108,57,49,43,68,50,45,40,39,46,46,37,39,41
speed,set004-B3_44.txt,04,1.5,2.06,3.68,5.25,3.24,3.14,3.86,4.21,1.81,1.83,4.91,3.47,2.37,1.67,1.67,1.81,1.83,1.72,1.53,1.34,2.05,3.46,1.4,1.64,1.46
distance,set004-B3_44.txt,04,26.39,44.61,79.79,91.1,54.66,66.6,81.68,67.86,36.44,25.13,90.48,62.2,29.53,24.5,20.73,36.44,25.13,21.99,19.48,19.48,22.62,22.62,18.22,19.48,20.73
trough,set004-B4_375.txt,04,10761,10752,10745,10742,10733,10748,10742,10736,10731,10720,10737,10736,10727,10716,10707,10731,10720,10712,10700,10687,10714,10708,10692,10685,10679
speed,set004-B4_375.txt,04,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
distance,set004-B4_375.txt,04,6740.4,6735.38,6732.23,6730.98,6727.21,6733.49,6730.98,6728.46,6726.58,6721.55,6728.46,6728.46,6724.69,6719.67,6716.53,6726.58,6721.55,6719.04,6712.76,6705.85,6719.04,6716.53,6708.36,6703.96,6699.56
trough,set004-B4_409.txt,04,19,18,18,18,18,18,18,18,18,18,18,18,18,17,17,18,18,17,17,17,17,17,17,17,17
speed,set004-B4_409.txt,04,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
distance,set004-B4_409.txt,04,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28
trough,set006-A1_294.txt,06,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
speed,set006-A1_294.txt,06,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
distance,set006-A1_294.txt,06,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17
trough,set006-A1_319.txt,06,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
speed,set006-A1_319.txt,06,0.55,0.54,0.54,0.53,0.54,0.54,0.54,0.54,0.54,0.54,0.53,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.55
distance,set006-A1_319.txt,06,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22
trough,set006-A1_328.txt,06,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
speed,set006-A1_328.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-A1_328.txt,06,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
trough,set006-A1_335.txt,06,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
speed,set006-A1_335.txt,06,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
distance,set006-A1_335.txt,06,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51
trough,set006-A1_9.txt,06,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149,7150
speed,set006-A1_9.txt,06,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
distance,set006-A1_9.txt,06,4489.83,4489.83,4489.83,4489.83,4489.83,4489.83,4489.83,4489.83,4489.83,4489.83,4489.83,4489.83,4489.83,4489.83,4489.83,4489.83,4489.83,4489.83,4489.83,4489.83,4489.83,4489.83,4489.83,4489.83,4490.46
trough,set006-A2_218.txt,06,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
speed,set006-A2_218.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-A2_218.txt,06,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
trough,set006-A2_420.txt,06,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
speed,set006-A2_420.txt,06,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56
distance,set006-A2_420.txt,06,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14
trough,set006-A2_7.txt,06,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185
speed,set006-A2_7.txt,06,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
distance,set006-A2_7.txt,06,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7
trough,set006-A3_110.txt,06,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
speed,set006-A3_110.txt,06,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
distance,set006-A3_110.txt,06,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54
trough,set006-A3_16.txt,06,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
speed,set006-A3_16.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-A3_16.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set006-A3_206.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set006-A3_206.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-A3_206.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set006-A3_256.txt,06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set006-A3_256.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-A3_256.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set006-A3_281.txt,06,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
speed,set006-A3_281.txt,06,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
distance,set006-A3_281.txt,06,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57
trough,set006-A3_416.txt,06,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
speed,set006-A3_416.txt,06,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
distance,set006-A3_416.txt,06,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22
trough,set006-A3_419.txt,06,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
speed,set006-A3_419.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-A3_419.txt,06,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
trough,set006-A3_8.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set006-A3_8.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-A3_8.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set006-A3_81.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set006-A3_81.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-A3_81.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set006-A4_118.txt,06,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
speed,set006-A4_118.txt,06,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
distance,set006-A4_118.txt,06,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14
trough,set006-A4_262.txt,06,7247,9538,11119,3432,3406,83539,4296,3416,3403,3398,3422,3404,3398,3398,3398,3403,3398,3398,3398,3398,3398,3398,3398,3398,3397
speed,set006-A4_262.txt,06,0.95,4.08,12.22,0.23,0.2,18.53,3.16,0.21,0.2,0.19,0.21,0.2,0.19,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
distance,set006-A4_262.txt,06,4550.78,5990.21,6983.55,2153.18,2136.85,52485.04,2696.66,2143.13,2134.96,2131.82,2146.9,2135.59,2131.82,2131.82,2131.82,2134.96,2131.82,2131.82,2131.82,2131.82,2131.82,2131.82,2131.82,2131.82,2131.19
trough,set006-B1_146.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set006-B1_146.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-B1_146.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set006-B1_158.txt,06,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
speed,set006-B1_158.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-B1_158.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set006-B1_187.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set006-B1_187.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-B1_187.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set006-B1_217.txt,06,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
speed,set006-B1_217.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-B1_217.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set006-B1_250.txt,06,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
speed,set006-B1_250.txt,06,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
distance,set006-B1_250.txt,06,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51
trough,set006-B1_34.txt,06,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957
speed,set006-B1_34.txt,06,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
distance,set006-B1_34.txt,06,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44
trough,set006-B1_417.txt,06,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
speed,set006-B1_417.txt,06,0.29,0.29,0.29,0.28,0.29,0.29,0.29,0.28,0.29,0.29,0.28,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
distance,set006-B1_417.txt,06,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14
trough,set006-B2_124.txt,06,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
speed,set006-B2_124.txt,06,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
distance,set006-B2_124.txt,06,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34
trough,set006-B2_205.txt,06,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
speed,set006-B2_205.txt,06,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
distance,set006-B2_205.txt,06,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28
trough,set006-B2_240.txt,06,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
speed,set006-B2_240.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-B2_240.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set006-B2_259.txt,06,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
speed,set006-B2_259.txt,06,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
distance,set006-B2_259.txt,06,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31
trough,set006-B2_390.txt,06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set006-B2_390.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-B2_390.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set006-B2_405.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set006-B2_405.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-B2_405.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set006-B2_47.txt,06,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107
speed,set006-B2_47.txt,06,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
distance,set006-B2_47.txt,06,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0
trough,set006-B2_72.txt,06,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
speed,set006-B2_72.txt,06,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.61,0.61,0.6,0.6,0.6,0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.61,0.61
distance,set006-B2_72.txt,06,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
trough,set006-B3_103.txt,06,15,15,15,15,16,15,15,15,15,15,15,16,15,15,15,15,15,15,15,15,15,15,15,15,15
speed,set006-B3_103.txt,06,1.03,1.04,1.04,1.04,0.92,1.04,1.04,1.04,0.92,0.92,1.04,0.92,0.92,0.92,0.91,0.92,0.92,0.91,0.91,0.91,0.92,0.91,0.91,0.91,0.91
distance,set006-B3_103.txt,06,5.65,5.65,5.65,5.65,6.28,5.65,5.65,5.65,6.28,6.28,5.65,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28
trough,set006-B3_13.txt,06,15,13,12,12,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
speed,set006-B3_13.txt,06,0.57,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.49,0.5,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.5,0.5
distance,set006-B3_13.txt,06,6.91,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65
