ID,filename,trial_type,chamber,channel_letter,channel_num,set_number,average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,recording_duration,max_speed
45,set005-2-21-2020-A2_45.txt,T1,A-2,A,2,05,0.34,21.33,6.91,0,21.33,0.0,10206.79,0.41
86,set005-2-21-2020-A2_86.txt,T1,A-2,A,2,05,0,0,0,0,0,0,2238.99,0
102,set005-2-21-2020-A3_102.txt,T1,A-3,A,3,05,0.39,24.62,10.68,0,13.37,0.01,2198.23,0.45
126,set005-2-21-2020-A3_126.txt,T1,A-3,A,3,05,0.64,0,3.14,0,0,0,2200.75,0
6,set005-2-21-2020-A3_6.txt,T1,A-3,A,3,05,0.29,5277.88,1507.92,0,5277.88,0.96,5501.99,0.37
271,set005-2-21-2020-A4_271.txt,T1,A-4,A,4,05,0.37,12233.13,4344.07,0,12233.13,0.99,12407.39,0.56
393,set005-2-21-2020-A4_393.txt,T1,A-4,A,4,05,0,0,0,0,0,0,2293.59,0
226,set005-2-21-2020-B1_226.txt,T1,B-1,B,1,05,0,0,1.26,0,0,0,2426.91,0
351,set005-2-21-2020-B1_351.txt,T1,B-1,B,1,05,0.43,12377.83,4558.32,0,11064.45,0.98,12628.43,0.69
5,set005-2-21-2020-B1_5.txt,T1,B-1,B,1,05,0,0,0,0,0,0,2079.15,0
125,set005-2-21-2020-B2_125.txt,T1,B-2,B,2,05,0.2,3027.96,584.32,0,1266.3,0.67,4518.55,0.31
306,set005-2-21-2020-B2_306.txt,T1,B-2,B,2,05,0.22,5180.67,1099.52,0,5180.67,0.41,12555.95,0.46
109,set005-2-21-2020-B3_109.txt,T1,B-3,B,3,05,0,0,0,0,0,0,1713.23,0
321,set005-2-21-2020-B3_321.txt,T1,B-3,B,3,05,0,0,0,0,0,0,1894.75,0
332,set005-2-21-2020-B3_332.txt,T1,B-3,B,3,05,0.22,2458.01,530.29,0,2458.01,0.58,4267.23,0.39
389,set005-2-21-2020-B3_389.txt,T1,B-3,B,3,05,0,0,1.26,0,0,0,2479.27,0
248,set005-2-21-2020-B4_248.txt,T1,B-4,B,4,05,0.24,3545.87,814.28,0,3545.87,0.91,3895.43,0.4
41,set005-2-21-2020-B4_41.txt,T1,B-4,B,4,05,0,0,0,0,0,0,2049.51,0
91,set005-2-21-2020-B4_91.txt,T1,B-4,B,4,05,0,0,0,0,0,0,2489.55,0
294,set006-2-24-2020-A1_294.txt,T1,A-1,A,1,06,0.15,19.15,8.17,0,9.45,0.01,2295.95,0.19
319,set006-2-24-2020-A1_319.txt,T1,A-1,A,1,06,0.22,51.49,16.96,0,22.71,0.02,2339.43,0.92
328,set006-2-24-2020-A1_328.txt,T1,A-1,A,1,06,0,0,0.63,0,0,0,2111.15,0
335,set006-2-24-2020-A1_335.txt,T1,A-1,A,1,06,0.19,0,2.51,0,0,0,1947.75,0
9,set006-2-24-2020-A1_9.txt,T1,A-1,A,1,06,0.34,13306.3,4489.2,0,13306.3,0.74,18061.67,0.71
218,set006-2-24-2020-A2_218.txt,T1,A-2,A,2,06,0,0,1.26,0,0,0,2510.39,0
420,set006-2-24-2020-A2_420.txt,T1,A-2,A,2,06,0.56,2255.44,3.14,0,2252.88,0.98,2289.87,0.82
7,set006-2-24-2020-A2_7.txt,T1,A-2,A,2,06,0.46,40821.69,17696.7,106.25,35892.42,1.0,40957.71,0.68
110,set006-2-24-2020-A3_110.txt,T1,A-3,A,3,06,0.21,566.36,7.54,0,546.88,0.24,2381.75,0.36
16,set006-2-24-2020-A3_16.txt,T1,A-3,A,3,06,0,0,0,0,0,0,2182.79,0
206,set006-2-24-2020-A3_206.txt,T1,A-3,A,3,06,0,0,0,0,0,0,2203.91,0
256,set006-2-24-2020-A3_256.txt,T1,A-3,A,3,06,0,0,0,0,0,0,2233.03,0
281,set006-2-24-2020-A3_281.txt,T1,A-3,A,3,06,0.25,48.91,12.57,0,25.77,0.01,6708.23,0.33
416,set006-2-24-2020-A3_416.txt,T1,A-3,A,3,06,0.34,57.11,17.59,0,49.35,0.02,2286.71,0.47
419,set006-2-24-2020-A3_419.txt,T1,A-3,A,3,06,0,0,0.63,0,0,0,2588.99,0
8,set006-2-24-2020-A3_8.txt,T1,A-3,A,3,06,0,0,0,0,0,0,1867.23,0
81,set006-2-24-2020-A3_81.txt,T1,A-3,A,3,06,0,0,0,0,0,0,2203.27,0
118,set006-2-24-2020-A4_118.txt,T1,A-4,A,4,06,0.19,0,3.14,0,0,0,2028.31,0
262,set006-2-24-2020-A4_262.txt,T1,A-4,A,4,06,0.19,11411.52,2127.42,0,11411.52,0.63,18187.67,0.91
146,set006-2-24-2020-B1_146.txt,T1,B-1,B,1,06,0,0,0,0,0,0,2225.79,0
158,set006-2-24-2020-B1_158.txt,T1,B-1,B,1,06,0,0,0,0,0,0,2253.47,0
187,set006-2-24-2020-B1_187.txt,T1,B-1,B,1,06,0,0,0,0,0,0,2128.79,0
217,set006-2-24-2020-B1_217.txt,T1,B-1,B,1,06,0,0,0,0,0,0,2205.51,0
250,set006-2-24-2020-B1_250.txt,T1,B-1,B,1,06,0.23,7.02,2.51,0,7.02,0.0,2301.27,0.2
34,set006-2-24-2020-B1_34.txt,T1,B-1,B,1,06,0.28,4556.64,1226.44,0,4537.73,0.72,6337.55,0.42
417,set006-2-24-2020-B1_417.txt,T1,B-1,B,1,06,0.29,635.56,3.14,0,632.87,0.09,6812.55,0.35
124,set006-2-24-2020-B2_124.txt,T1,B-2,B,2,06,0.25,70.65,15.08,0,46.64,0.03,2176.19,0.44
